Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
SONACOMS,EQ,26-May-26,594.65,590.6,609.6,590.1,609,608,602.99,"19,04,541","1,14,84,14,706.95","40,946","9,36,805",49.19
SONACOMS,EQ,25-May-26,593.75,599,603.55,592.7,594.55,594.65,597.66,"7,11,240","42,50,82,902.85","14,269","2,85,918",40.2
SONACOMS,EQ,22-May-26,584.3,584.3,599.95,584.3,594.4,593.75,595.58,"24,84,984","1,48,00,11,737.35","87,898","13,25,577",53.34
SONACOMS,EQ,21-May-26,588.6,589.25,596.05,581,582.2,584.3,586.96,"7,63,533","44,81,65,357.55","24,827","3,30,370",43.27
SONACOMS,EQ,20-May-26,579.75,572.65,590.35,570.05,589.2,588.6,585.46,"13,66,708","80,01,54,073.90","31,624","7,41,878",54.28
SONACOMS,EQ,19-May-26,567.55,571.95,583.7,566.5,578.9,579.75,578.37,"10,97,146","63,45,52,752.60","38,213","5,83,569",53.19
SONACOMS,EQ,18-May-26,573.55,571,574.05,555.55,569.1,567.55,566.03,"13,11,612","74,24,08,400.70","33,961","5,78,265",44.09
SONACOMS,EQ,15-May-26,587.55,589.05,590.35,571.25,574.55,573.55,577.71,"16,39,648","94,72,47,676.95","28,183","7,29,231",44.47
SONACOMS,EQ,14-May-26,591.35,597.9,597.9,580.4,590,587.55,587.82,"12,54,626","73,74,92,495.65","26,987","4,45,381",35.5
SONACOMS,EQ,13-May-26,584.1,584,597.55,578,590,591.35,593.19,"31,89,067","1,89,17,14,072.65","73,214","18,61,822",58.38
SONACOMS,EQ,12-May-26,593.55,593.65,604.6,582.6,586.6,584.1,593.75,"40,22,177","2,38,81,81,223.95","94,869","19,02,777",47.31
SONACOMS,EQ,11-May-26,579.3,574.7,605.6,568.5,595,593.55,591.14,"64,86,335","3,83,43,24,055.60","93,774","35,47,917",54.7
SONACOMS,EQ,8-May-26,578.65,578.65,581.9,574.7,579.65,579.3,579.17,"12,44,286","72,06,50,723.05","26,367","7,19,822",57.85
SONACOMS,EQ,7-May-26,582.6,584,588.35,573,579,578.65,580.25,"31,78,170","1,84,41,29,505.05","53,837","13,81,833",43.48
SONACOMS,EQ,6-May-26,577.85,582,588.65,574.35,581.6,582.6,581.92,"24,39,303","1,41,94,73,913.20","40,172","12,00,235",49.2
SONACOMS,EQ,5-May-26,575.45,575.45,581,569.35,577,577.85,577.03,"38,17,731","2,20,29,58,577.10","69,314","20,67,024",54.14
SONACOMS,EQ,4-May-26,607.25,614,614,570,575.5,575.45,581.01,"91,58,079","5,32,08,99,195.40","1,76,132","45,02,087",49.16
SONACOMS,EQ,30-Apr-26,599.7,598.8,613.1,586.15,605.35,607.25,600.16,"28,65,734","1,71,99,00,418.85","57,680","12,41,138",43.31
SONACOMS,EQ,29-Apr-26,598.8,605,611.4,596.35,603.1,599.7,605.79,"32,16,609","1,94,85,75,499.55","63,613","16,12,842",50.14
SONACOMS,EQ,28-Apr-26,588.65,588.65,604,586,604,598.8,594.73,"33,82,848","2,01,18,77,571.65","69,260","20,81,244",61.52
SONACOMS,EQ,27-Apr-26,564.85,566.15,592.2,565.85,589.35,588.65,583.62,"39,60,338","2,31,13,50,419.15","69,842","22,54,639",56.93
SONACOMS,EQ,24-Apr-26,574.55,574.9,577.95,560.5,564.5,564.85,566.13,"15,01,889","85,02,64,750.80","28,258","8,00,118",53.27
SONACOMS,EQ,23-Apr-26,588.45,587.9,587.9,570.75,574.5,574.55,577.95,"15,44,192","89,24,68,410.50","34,404","6,44,789",41.76
SONACOMS,EQ,22-Apr-26,581.3,583.5,596,580.1,587,588.45,589.85,"16,12,696","95,12,55,042.10","29,641","8,16,779",50.65
SONACOMS,EQ,21-Apr-26,576.55,575.8,585.65,575.25,581.9,581.3,581.27,"18,87,348","1,09,70,62,542.95","30,272","9,88,534",52.38
SONACOMS,EQ,20-Apr-26,593.85,595,595.6,574.3,576,576.55,585.28,"13,08,363","76,57,61,568.70","38,818","5,98,422",45.74
SONACOMS,EQ,17-Apr-26,580.85,578,596.95,573.35,593,593.85,589.21,"29,82,180","1,75,71,42,687.20","44,421","15,73,950",52.78
SONACOMS,EQ,16-Apr-26,585.7,586,593.65,577.7,581.5,580.85,582.66,"21,61,265","1,25,92,75,281.75","36,679","11,08,312",51.28
SONACOMS,EQ,15-Apr-26,569.3,581.4,591.2,573.1,584.9,585.7,581.92,"41,21,646","2,39,84,84,021.15","67,330","15,52,344",37.66
SONACOMS,EQ,13-Apr-26,554.25,549.75,571.35,540.8,569,569.3,562.69,"50,54,129","2,84,39,21,073.55","1,14,444","21,83,453",43.2
SONACOMS,EQ,10-Apr-26,523.05,528.8,559.85,526.15,554.5,554.25,549.43,"47,35,536","2,60,18,33,640.95","86,308","14,63,320",30.9
SONACOMS,EQ,9-Apr-26,533.7,532.25,536.8,519.6,522.65,523.05,528.34,"18,47,081","97,58,87,452.45","56,306","10,57,210",57.24
SONACOMS,EQ,8-Apr-26,515.15,530,543.45,525.65,535,533.7,536.19,"28,02,376","1,50,26,08,771.85","64,609","14,58,119",52.03
SONACOMS,EQ,7-Apr-26,509.4,509.9,517,498.85,515.8,515.15,511.5,"13,73,705","70,26,43,404.70","25,960","7,11,018",51.76
SONACOMS,EQ,6-Apr-26,496.55,499.5,512.45,489.25,512,509.4,506.45,"9,67,766","49,01,26,514.20","37,641","3,60,390",37.24
SONACOMS,EQ,2-Apr-26,497.25,493,499.05,478.3,496,496.55,489.6,"18,80,786","92,08,33,670.95","49,720","8,72,349",46.38
SONACOMS,EQ,1-Apr-26,481.5,492,507.8,492,497.4,497.25,500.61,"17,72,619","88,73,91,096.40","32,320","8,30,980",46.88
SONACOMS,EQ,30-Mar-26,488.75,484.05,488.9,474.5,481,481.5,481.19,"35,29,118","1,69,81,76,152.35","60,234","18,79,211",53.25
SONACOMS,EQ,27-Mar-26,511.45,506,508.85,485.85,487.5,488.75,489.52,"83,44,260","4,08,46,82,599.20","1,12,455","57,02,672",68.34
SONACOMS,EQ,25-Mar-26,494.7,500,519,495.7,511.75,511.45,514.01,"18,83,357","96,80,61,426.40","74,518","9,73,656",51.7
SONACOMS,EQ,24-Mar-26,484.95,492.3,498.85,479.65,493.05,494.7,492.02,"16,04,537","78,94,60,657.25","37,084","7,94,672",49.53
SONACOMS,EQ,23-Mar-26,506.25,498.8,498.8,480,480,484.95,486.6,"31,52,852","1,53,41,87,546.35","62,644","18,28,239",57.99
SONACOMS,EQ,20-Mar-26,498.7,499.7,513.95,499.6,505,506.25,505.58,"12,98,483","65,64,91,885.45","25,940","6,44,983",49.67
SONACOMS,EQ,19-Mar-26,511.8,505,507,493.55,499.7,498.7,499.77,"9,65,035","48,22,90,829.90","25,792","4,85,180",50.28
SONACOMS,EQ,18-Mar-26,502.1,506.7,528.65,501.7,510.55,511.8,518.08,"26,86,996","1,39,20,86,939.35","52,439","11,72,956",43.65
SONACOMS,EQ,17-Mar-26,489.2,493,505.4,487.1,501.8,502.1,499.96,"20,97,610","1,04,87,22,748.00","48,763","12,20,333",58.18
SONACOMS,EQ,16-Mar-26,486.05,484,493.05,474.4,486.95,489.2,486.15,"7,42,736","36,10,83,842.90","23,152","2,83,153",38.12
SONACOMS,EQ,13-Mar-26,510.3,509.35,511.5,484,485,486.05,494.29,"11,36,203","56,16,12,388.95","35,166","4,94,013",43.48
SONACOMS,EQ,12-Mar-26,516.35,508,515.05,502.7,510.85,510.3,508.22,"7,48,268","38,02,85,732.60","24,098","3,01,806",40.33
SONACOMS,EQ,11-Mar-26,511.75,520,536.9,515,516.4,516.35,524.04,"32,44,130","1,70,00,46,547.10","47,477","11,03,136",34
SONACOMS,EQ,10-Mar-26,500.7,509,517.85,500,515,511.75,510.82,"18,40,641","94,02,28,033.30","50,299","7,60,303",41.31
SONACOMS,EQ,9-Mar-26,514.95,501,505,493,500,500.7,498.86,"8,09,014","40,35,82,197.25","30,394","3,29,544",40.73
SONACOMS,EQ,6-Mar-26,510.95,510.95,521,510,515,514.95,516.05,"5,89,454","30,41,85,753.05","16,919","2,45,167",41.59
SONACOMS,EQ,5-Mar-26,501.4,503,515,501.5,513.85,510.95,508.44,"8,37,518","42,58,25,715.05","24,616","3,69,834",44.16
SONACOMS,EQ,4-Mar-26,517.25,502.2,508.8,496.45,499.95,501.4,501.32,"11,80,839","59,19,73,412.70","25,043","5,67,433",48.05
SONACOMS,EQ,2-Mar-26,534.5,502,529,502,517.5,517.25,517.24,"15,57,182","80,54,41,210.30","40,861","7,01,693",45.06
SONACOMS,EQ,27-Feb-26,545.35,545.85,545.85,531,533.25,534.5,535.24,"15,17,077","81,20,02,591.05","31,780","9,54,101",62.89
SONACOMS,EQ,26-Feb-26,542,544.5,546.9,536,546.05,545.35,541.56,"9,17,562","49,69,16,816.20","23,286","4,29,955",46.86
SONACOMS,EQ,25-Feb-26,529.45,530.2,543.3,529.05,542.5,542,538.35,"13,12,350","70,65,05,251.30","24,375","7,65,563",58.34
SONACOMS,EQ,24-Feb-26,536.05,533,536.8,525.1,530,529.45,528.78,"8,21,398","43,43,36,426.70","23,408","3,84,141",46.77
SONACOMS,EQ,23-Feb-26,532.1,535.5,542.6,533.45,536,536.05,537.04,"11,42,219","61,34,17,382.70","21,988","5,12,069",44.83
SONACOMS,EQ,20-Feb-26,528.05,526,535.75,524.2,532.5,532.1,531.46,"19,82,341","1,05,35,29,958.05","23,609","13,65,827",68.9
SONACOMS,EQ,19-Feb-26,531.8,532,545.6,525.35,528,528.05,534.66,"25,59,118","1,36,82,49,282.10","46,932","11,48,620",44.88
SONACOMS,EQ,18-Feb-26,529.75,530,533,524.1,532,531.8,529.47,"5,28,154","27,96,43,365.15","15,766","2,73,914",51.86
SONACOMS,EQ,17-Feb-26,525.1,522,532.8,520.35,528.3,529.75,529.71,"18,35,116","97,20,70,601.50","22,266","11,01,412",60.02
SONACOMS,EQ,16-Feb-26,527.95,527.6,528.75,521.1,525.65,525.1,524.42,"8,51,902","44,67,58,520.40","14,549","5,11,190",60.01
SONACOMS,EQ,13-Feb-26,532.8,526.05,531.85,520.1,527.6,527.95,526.58,"10,82,968","57,02,69,578.15","18,897","6,45,948",59.65
SONACOMS,EQ,12-Feb-26,538,533.5,538.15,526.2,532.95,532.8,533.2,"15,65,000","83,44,50,738.35","33,503","7,62,873",48.75
SONACOMS,EQ,11-Feb-26,531.1,531.1,542.4,530.1,537,538,538.01,"21,87,798","1,17,70,49,085.10","36,126","11,29,462",51.63
SONACOMS,EQ,10-Feb-26,530.6,531.9,537.1,526.2,530.5,531.1,532.81,"12,24,152","65,22,34,853.00","32,798","6,14,446",50.19
SONACOMS,EQ,9-Feb-26,513.5,520.85,537,520.85,530,530.6,531.51,"36,99,776","1,96,64,65,147.65","91,322","14,56,578",39.37
SONACOMS,EQ,6-Feb-26,524.25,522,522.9,506.1,513,513.5,511.84,"9,59,773","49,12,47,548.50","28,646","4,34,567",45.28
SONACOMS,EQ,5-Feb-26,532.85,530,531.1,522.35,524,524.25,525.59,"23,52,832","1,23,66,31,041.65","31,017","15,25,723",64.85
SONACOMS,EQ,4-Feb-26,530.2,530,538,525.85,530.6,532.85,533.48,"20,98,444","1,11,94,74,182.95","60,473","11,01,900",52.51
SONACOMS,EQ,3-Feb-26,499.5,549.45,549.45,523.25,529.4,530.2,531.26,"1,57,51,143","8,36,78,87,241.85","2,59,380","89,02,418",56.52
SONACOMS,EQ,2-Feb-26,489.75,490.2,501.75,483.25,499.7,499.5,493.98,"11,88,339","58,70,15,537.25","34,061","6,45,425",54.31
SONACOMS,EQ,1-Feb-26,495.75,496,500.7,480.45,490.5,489.75,491.41,"7,04,132","34,60,17,471.15","15,088","2,39,131",33.96
SONACOMS,EQ,30-Jan-26,494.05,490,497.4,488.75,493,495.75,493.49,"18,59,620","91,77,01,935.95","36,185","10,33,648",55.58
SONACOMS,EQ,29-Jan-26,494.1,494.1,498.5,484.55,494,494.05,491.49,"17,83,815","87,67,19,509.30","36,398","9,06,997",50.85
SONACOMS,EQ,28-Jan-26,487.8,489.5,496.9,479.5,492.5,494.1,488.5,"26,65,166","1,30,19,30,418.00","49,158","13,31,907",49.97
SONACOMS,EQ,27-Jan-26,456.1,470,490.8,461.2,489.8,487.8,481.42,"82,64,444","3,97,86,89,155.95","1,15,241","26,77,742",32.4
SONACOMS,EQ,23-Jan-26,469.1,470.05,470.9,447.5,456.9,456.1,458.97,"26,86,728","1,23,31,24,930.70","42,531","10,22,497",38.06
SONACOMS,EQ,22-Jan-26,444.45,450,472.1,446.1,470,469.1,461.56,"27,58,332","1,27,31,42,724.00","44,697","12,52,557",45.41
SONACOMS,EQ,21-Jan-26,445.95,443.05,447.65,437.7,444.6,444.45,443.51,"8,48,022","37,61,06,820.60","35,384","3,66,072",43.17
SONACOMS,EQ,20-Jan-26,447.65,445.85,449.1,439.7,441,445.95,445.57,"24,11,410","1,07,44,58,442.40","40,880","16,39,007",67.97
SONACOMS,EQ,19-Jan-26,460.1,458.8,458.8,445.15,446.5,447.65,450.38,"13,31,585","59,97,25,786.95","89,449","7,61,080",57.16
SONACOMS,EQ,16-Jan-26,461.65,461.65,464.1,457.35,460.05,460.1,460.76,"6,42,454","29,60,15,280.95","20,712","2,76,990",43.11
SONACOMS,EQ,14-Jan-26,457.05,455.25,464.35,454.55,461.35,461.65,461.11,"7,80,253","35,97,79,548.35","23,176","4,35,661",55.84
SONACOMS,EQ,13-Jan-26,456.85,457.95,462.95,454.1,456.95,457.05,457.94,"11,65,172","53,35,80,337.10","41,419","6,76,942",58.1
SONACOMS,EQ,12-Jan-26,459.65,458,459.4,446.9,456.85,456.85,453.49,"12,89,974","58,49,89,899.20","48,457","5,37,890",41.7
SONACOMS,EQ,9-Jan-26,462.85,458.1,468.95,455.35,462.7,459.65,461.41,"11,48,591","52,99,76,109.25","35,788","4,68,664",40.8
SONACOMS,EQ,8-Jan-26,473.8,472.55,473.6,460.1,462,462.85,464.73,"15,97,648","74,24,78,811.25","47,213","7,77,859",48.69
SONACOMS,EQ,7-Jan-26,476.45,474,478.75,470.6,473,473.8,474.41,"5,91,731","28,07,21,447.85","20,114","2,50,775",42.38
SONACOMS,EQ,6-Jan-26,481.4,481.4,481.5,469.1,476.2,476.45,474.99,"10,57,436","50,22,73,732.55","22,496","4,24,761",40.17
SONACOMS,EQ,5-Jan-26,486.35,487.5,489.5,478.55,480.5,481.4,483.69,"6,65,079","32,16,90,887.45","21,305","3,37,509",50.75
SONACOMS,EQ,2-Jan-26,474.3,475,493.35,474.2,486.3,486.35,487.29,"11,98,062","58,38,05,731.80","35,982","5,39,256",45.01
SONACOMS,EQ,1-Jan-26,479.4,481.95,481.95,472.85,474.9,474.3,475.83,"5,32,720","25,34,83,665.30","16,873","1,83,990",34.54
SONACOMS,EQ,31-Dec-25,478.8,480,481.4,472.8,478.95,479.4,478.29,"5,89,617","28,20,07,052.70","18,858","2,51,398",42.64
SONACOMS,EQ,30-Dec-25,477.4,478,482.6,476,477.4,478.8,479.32,"19,14,434","91,76,21,557.20","36,756","12,96,228",67.71
SONACOMS,EQ,29-Dec-25,482.1,483.25,485.15,473,478,477.4,476.13,"24,12,933","1,14,88,81,124.00","37,400","15,89,320",65.87
SONACOMS,EQ,26-Dec-25,484,483,487.8,480.8,482.9,482.1,483.06,"7,48,098","36,13,79,596.25","49,001","4,08,527",54.61
SONACOMS,EQ,24-Dec-25,488.3,488.55,489.55,483,483.85,484,485.44,"8,68,011","42,13,66,120.50","42,168","3,82,432",44.06
SONACOMS,EQ,23-Dec-25,493.45,493.25,493.4,483.5,489.45,488.3,487.78,"10,28,261","50,15,61,449.10","28,106","3,90,582",37.98
SONACOMS,EQ,22-Dec-25,496.8,499,502.3,491.6,492.8,493.45,496.09,"7,78,559","38,62,33,921.20","32,990","3,02,107",38.8
SONACOMS,EQ,19-Dec-25,486.45,486.2,500,482.45,497.95,496.8,493.01,"41,51,451","2,04,67,09,274.05","64,466","28,19,922",67.93
SONACOMS,EQ,18-Dec-25,489.9,488,491.15,482.6,487.35,486.45,485.56,"13,65,960","66,32,51,051.40","35,558","8,29,356",60.72
SONACOMS,EQ,17-Dec-25,484.95,483.95,493.5,480.8,489.1,489.9,488.96,"8,04,592","39,34,11,350.00","26,760","3,62,150",45.01
SONACOMS,EQ,16-Dec-25,486.9,484.5,487.65,483.15,484,484.95,485.02,"3,94,684","19,14,28,672.30","12,426","2,12,752",53.9
SONACOMS,EQ,15-Dec-25,492.5,490,496,483.1,485.5,486.9,487.14,"11,69,034","56,94,86,976.25","26,579","5,61,587",48.04
SONACOMS,EQ,12-Dec-25,483.15,485.65,493.75,484.05,492.5,492.5,487.68,"28,96,193","1,41,24,01,373.40","31,726","19,90,631",68.73
SONACOMS,EQ,11-Dec-25,471.55,473.4,492.9,469,484.2,483.15,486.01,"35,59,650","1,73,00,23,717.05","43,922","14,50,773",40.76
SONACOMS,EQ,10-Dec-25,479.15,479.15,484.95,469.05,470,471.55,475.85,"11,11,844","52,90,65,611.15","19,483","6,03,920",54.32
SONACOMS,EQ,9-Dec-25,486.35,485,487.15,476,480,479.15,480.81,"15,15,002","72,84,31,897.85","34,771","8,39,891",55.44
SONACOMS,EQ,8-Dec-25,492.85,492.9,499,482.45,486,486.35,489.75,"8,91,694","43,67,04,632.95","37,114","3,86,798",43.38
SONACOMS,EQ,5-Dec-25,499.65,499.65,499.9,488.25,493.1,492.85,492.73,"10,38,693","51,17,91,250.45","22,243","5,99,306",57.7
SONACOMS,EQ,4-Dec-25,491.65,493,504.8,491.65,500,499.65,499.53,"13,53,456","67,60,92,366.40","25,142","5,39,268",39.84
SONACOMS,EQ,3-Dec-25,506.4,508.6,508.6,489.6,492.3,491.65,494.55,"11,54,576","57,10,00,499.20","28,423","5,47,159",47.39
SONACOMS,EQ,2-Dec-25,508.75,507,510.85,502.25,508,506.4,505.87,"6,96,651","35,24,13,945.60","27,136","3,25,784",46.76
SONACOMS,EQ,1-Dec-25,511.75,514.25,515.15,505.1,511,508.75,508.97,"12,37,953","63,00,75,233.30","61,932","5,38,992",43.54
SONACOMS,EQ,28-Nov-25,509.5,513,513.7,505.7,511.2,511.75,509.38,"11,07,443","56,41,08,040.35","30,934","4,54,786",41.07
SONACOMS,EQ,27-Nov-25,507.2,511.9,520.6,507.8,509.5,509.5,513.74,"21,07,475","1,08,26,96,282.85","62,916","7,59,448",36.04
SONACOMS,EQ,26-Nov-25,501.3,501.95,510.45,499.3,510,507.2,505.23,"8,16,531","41,25,32,902.20","30,771","4,14,686",50.79
SONACOMS,EQ,25-Nov-25,505.8,505.8,506.3,497.1,501.5,501.3,500.63,"13,47,508","67,46,05,850.00","44,700","5,66,062",42.01
SONACOMS,EQ,24-Nov-25,503.15,503,512.4,499.7,504.1,505.8,506.89,"18,98,547","96,23,61,613.75","45,131","10,56,840",55.67
SONACOMS,EQ,21-Nov-25,507.65,507.65,517.8,500.75,502,503.15,510.22,"31,19,184","1,59,14,58,794.30","81,749","10,35,902",33.21
SONACOMS,EQ,20-Nov-25,506.95,509.95,515.5,502.25,506.5,507.65,509.24,"26,47,276","1,34,80,89,463.40","1,02,505","11,22,017",42.38
SONACOMS,EQ,19-Nov-25,488.55,491.05,508.4,489.8,507,506.95,503.24,"58,42,354","2,94,00,78,897.95","1,14,695","18,01,220",30.83
SONACOMS,EQ,18-Nov-25,486,487.7,491.35,476.3,489.05,488.55,482.7,"20,96,390","1,01,19,21,083.75","25,982","12,42,123",59.25
SONACOMS,EQ,17-Nov-25,485.6,486,487.95,480,486,486,485.19,"17,00,170","82,49,04,042.50","45,994","11,80,803",69.45
SONACOMS,EQ,14-Nov-25,489.15,487.1,489.45,477.75,486.25,485.6,482.68,"9,56,167","46,15,19,719.45","17,819","3,95,206",41.33
SONACOMS,EQ,13-Nov-25,497.75,499.45,500.8,485.6,488.75,489.15,492.34,"16,26,959","80,10,09,901.85","33,927","10,17,368",62.53
SONACOMS,EQ,12-Nov-25,489.8,491.5,500,488.6,496.05,497.75,496.46,"14,49,667","71,96,94,808.75","31,424","7,27,380",50.18
SONACOMS,EQ,11-Nov-25,485.7,488,492.4,480.8,490,489.8,486.5,"10,89,218","52,99,02,096.30","17,188","4,82,745",44.32
SONACOMS,EQ,10-Nov-25,491.1,493,493.85,484.6,486.2,485.7,488.93,"13,63,815","66,68,06,267.85","25,165","7,70,770",56.52
SONACOMS,EQ,7-Nov-25,482.9,480,493.4,476.1,489.95,491.1,486.77,"16,44,050","80,02,79,112.45","42,543","9,30,946",56.63
SONACOMS,EQ,6-Nov-25,483.8,484,486.75,481.4,483.1,482.9,483.59,"14,28,893","69,10,02,188.15","34,444","8,65,775",60.59
SONACOMS,EQ,4-Nov-25,481.25,480.5,486.85,478.3,483.55,483.8,483.3,"16,58,014","80,13,26,068.70","32,661","10,19,477",61.49
SONACOMS,EQ,3-Nov-25,472.75,473,483.55,472.85,480.45,481.25,479.27,"8,25,005","39,53,98,324.15","24,022","3,30,476",40.06
SONACOMS,EQ,31-Oct-25,482.95,482.95,487.2,471.6,473.4,472.75,478.24,"11,52,617","55,12,27,119.05","25,328","4,55,131",39.49
SONACOMS,EQ,30-Oct-25,483.15,484.1,486.6,478.1,484,482.95,482.75,"8,45,278","40,80,57,727.50","15,714","3,62,734",42.91
SONACOMS,EQ,29-Oct-25,484.35,485,486.85,479,483.7,483.15,482.94,"15,73,506","75,99,05,264.65","23,383","6,60,167",41.96
SONACOMS,EQ,28-Oct-25,483.85,496.05,503.4,476.1,485.2,484.35,485.96,"83,08,585","4,03,76,15,365.50","83,873","18,34,644",22.08
SONACOMS,EQ,27-Oct-25,478.7,478.7,487,476.25,484.2,483.85,482.99,"24,11,589","1,16,47,63,826.20","32,866","11,87,495",49.24
SONACOMS,EQ,24-Oct-25,478.05,477.6,481.35,471.8,478,478.7,477.8,"28,80,354","1,37,62,19,816.45","38,699","17,09,460",59.35
SONACOMS,EQ,23-Oct-25,461.95,472.1,482.45,467.2,477.2,478.05,477.18,"45,20,849","2,15,72,72,733.00","73,406","20,10,623",44.47
SONACOMS,EQ,21-Oct-25,461.2,465,465.35,460,460.9,461.95,462.9,"1,48,421","6,87,04,014.25","4,783","78,921",53.19
SONACOMS,EQ,20-Oct-25,462.2,462.05,465.35,458.6,462,461.2,460.95,"24,59,282","1,13,36,13,956.30","29,075","16,03,339",65.2
SONACOMS,EQ,17-Oct-25,468.55,466.6,471.15,460.1,461.15,462.2,466.38,"23,56,950","1,09,92,29,012.25","36,330","12,15,733",51.58
SONACOMS,EQ,16-Oct-25,452.25,452.25,474,452.25,467.9,468.55,468.99,"70,02,787","3,28,42,12,625.60","1,27,244","25,96,533",37.08
SONACOMS,EQ,15-Oct-25,452.8,452.8,458,445.6,453.85,452.25,452.76,"26,76,450","1,21,17,80,126.15","43,550","9,77,538",36.52
SONACOMS,EQ,14-Oct-25,435.75,435.5,456.8,434.4,453.45,452.8,448.9,"76,46,062","3,43,23,20,399.50","1,34,332","30,27,539",39.6
SONACOMS,EQ,13-Oct-25,432.8,434,437.3,424.6,434.2,435.75,432.74,"26,00,084","1,12,51,60,999.70","43,404","14,67,049",56.42
SONACOMS,EQ,10-Oct-25,429.45,435.05,448.5,430,433.15,432.8,440.36,"83,89,715","3,69,44,55,173.00","1,24,567","26,65,137",31.77
SONACOMS,EQ,9-Oct-25,405.25,407.3,431.2,405.45,429.9,429.45,421.87,"46,99,597","1,98,26,04,976.75","48,131","18,57,252",39.52
SONACOMS,EQ,8-Oct-25,414.05,415.3,418.05,404.35,404.8,405.25,410.36,"15,83,659","64,98,69,374.65","28,236","8,58,910",54.24
SONACOMS,EQ,7-Oct-25,414.25,415.45,421,412.3,414,414.05,416.27,"18,08,280","75,27,39,620.60","22,887","10,68,372",59.08
SONACOMS,EQ,6-Oct-25,419.7,422,422,413.35,415.4,414.25,415.77,"23,05,014","95,83,49,955.30","32,068","15,00,957",65.12
SONACOMS,EQ,3-Oct-25,413.75,413.75,421.4,410.25,421.4,419.7,416.9,"18,42,319","76,80,61,991.45","29,970","10,69,196",58.04
SONACOMS,EQ,1-Oct-25,411.75,414.85,416.55,411.3,414.85,413.75,413.81,"13,11,404","54,26,74,017.95","29,886","6,26,530",47.78
SONACOMS,EQ,30-Sep-25,405.35,405.65,413.9,403.3,412.4,411.75,409.26,"24,37,936","99,77,56,188.45","39,664","12,91,404",52.97
SONACOMS,EQ,29-Sep-25,407.1,410.1,411.65,402.3,405.1,405.35,406.58,"20,86,802","84,84,55,471.15","39,504","12,02,955",57.65
SONACOMS,EQ,26-Sep-25,409.65,407,413.8,405.75,409.65,407.1,408.69,"25,12,505","1,02,68,46,225.60","44,763","14,87,410",59.2
SONACOMS,EQ,25-Sep-25,416.8,416,419.9,408.1,410.45,409.65,413.52,"24,09,924","99,65,59,889.00","34,257","14,00,886",58.13
SONACOMS,EQ,24-Sep-25,421.35,422.85,426.25,415.5,415.7,416.8,421.61,"25,47,455","1,07,40,21,683.05","33,265","15,50,622",60.87
SONACOMS,EQ,23-Sep-25,420.6,423.5,434.4,420.65,422.9,421.35,427,"49,07,137","2,09,53,64,410.80","80,058","20,11,489",40.99
SONACOMS,EQ,22-Sep-25,436.2,436.25,437.25,419.35,420,420.6,426.12,"27,23,801","1,16,06,59,072.65","44,600","16,66,511",61.18
SONACOMS,EQ,19-Sep-25,440.6,440,441.2,435.55,436,436.2,438.04,"23,35,111","1,02,28,76,618.95","21,000","16,93,934",72.54
SONACOMS,EQ,18-Sep-25,434.6,436,441.2,433.85,440.5,440.6,438.91,"16,38,234","71,90,42,747.35","28,069","9,41,758",57.49
SONACOMS,EQ,17-Sep-25,432.55,434.4,436.9,432.7,434.35,434.6,434.63,"15,08,205","65,55,07,516.25","23,166","7,90,480",52.41
SONACOMS,EQ,16-Sep-25,434,434.65,439.05,431.15,432.85,432.55,434.5,"13,68,600","59,46,57,516.35","28,668","8,47,995",61.96
SONACOMS,EQ,15-Sep-25,428.3,431,437.1,430.2,433.55,434,433.31,"14,52,381","62,93,31,892.70","20,911","6,84,309",47.12
SONACOMS,EQ,12-Sep-25,439.95,442,442.7,426.05,429.2,428.3,433.05,"32,56,814","1,41,03,79,439.30","69,996","15,72,583",48.29
SONACOMS,EQ,11-Sep-25,450.05,450.15,451.4,437.8,440,439.95,440.49,"45,99,233","2,02,58,95,031.80","1,10,843","28,36,593",61.68
SONACOMS,EQ,10-Sep-25,445.5,451.55,457.45,446.35,450,450.05,450.77,"40,99,347","1,84,78,63,615.80","55,383","22,40,884",54.66
SONACOMS,EQ,9-Sep-25,454.35,454.9,456,443.6,445.65,445.5,448.59,"16,94,278","76,00,44,610.10","28,138","8,83,393",52.14
SONACOMS,EQ,8-Sep-25,441.1,442.5,459.35,442.5,453.9,454.35,454.62,"33,17,333","1,50,81,22,536.20","40,087","16,13,005",48.62
SONACOMS,EQ,5-Sep-25,437.95,441.55,448.95,438.3,441.2,441.1,442.55,"43,01,884","1,90,37,92,985.60","43,514","27,05,045",62.88
SONACOMS,EQ,4-Sep-25,450,455.9,455.9,436.6,438.6,437.95,445.76,"35,49,467","1,58,22,15,473.90","58,636","21,57,003",60.77
SONACOMS,EQ,3-Sep-25,444.95,444.95,452,442.05,450.05,450,446.56,"35,90,314","1,60,32,77,529.30","34,900","23,15,872",64.5
SONACOMS,EQ,2-Sep-25,450.8,451,453.25,442.9,445,444.95,446.9,"40,87,210","1,82,65,67,885.25","47,946","26,24,562",64.21
SONACOMS,EQ,1-Sep-25,443.05,443.95,452.3,441.3,450.4,450.8,448.21,"30,64,165","1,37,34,03,332.80","36,623","21,52,171",70.24
