Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
SONACOMS,EQ,29-Aug-25,450.35,450.35,453.7,442.1,445.5,443.05,445.94,"38,98,250","1,73,83,73,878.05","54,935","24,56,983",63.03
SONACOMS,EQ,28-Aug-25,453.7,453,459.1,446.65,451.1,450.35,451.58,"32,45,285","1,46,55,11,568.75","42,589","14,77,520",45.53
SONACOMS,EQ,26-Aug-25,451.15,449.8,463.2,441.8,453,453.7,453.8,"5,86,50,435","26,61,57,16,675.50","1,71,068","3,49,57,263",59.6
SONACOMS,EQ,25-Aug-25,449.65,449.65,455,446.7,451.45,451.15,450.62,"11,66,650","52,57,16,156.55","20,479","6,59,204",56.5
SONACOMS,EQ,22-Aug-25,442.65,444.5,451.95,443.4,449,449.65,448.08,"8,94,867","40,09,71,856.25","15,384","3,31,074",37
SONACOMS,EQ,21-Aug-25,450.35,451,456,441.55,442.4,442.65,448.43,"50,51,564","2,26,52,90,832.30","36,501","31,18,191",61.73
SONACOMS,EQ,20-Aug-25,455.25,456.5,457.75,443.9,450.1,450.35,449.79,"53,62,350","2,41,19,56,524.30","72,587","28,83,426",53.77
SONACOMS,EQ,19-Aug-25,444.95,445.8,466.65,444.15,456.15,455.25,458.41,"52,21,932","2,39,37,68,780.70","57,393","20,68,088",39.6
SONACOMS,EQ,18-Aug-25,451.85,454.95,458,443.25,445.8,444.95,446.83,"25,72,430","1,14,94,48,666.05","39,187","15,47,058",60.14
SONACOMS,EQ,14-Aug-25,448.75,449.85,453,444,452,451.85,449.91,"13,21,467","59,45,37,471.20","18,295","8,58,989",65
SONACOMS,EQ,13-Aug-25,440.25,442.55,450.55,442.05,449.1,448.75,447.21,"13,20,587","59,05,76,374.00","16,359","8,50,023",64.37
SONACOMS,EQ,12-Aug-25,445.95,446.45,450.55,439.25,440,440.25,444.68,"9,21,533","40,97,87,551.55","16,933","5,34,594",58.01
SONACOMS,EQ,11-Aug-25,445,445.45,449.8,440.45,446.2,445.95,444.42,"27,97,929","1,24,34,56,450.15","22,737","19,86,400",71
SONACOMS,EQ,8-Aug-25,448.85,443.1,449.3,440.7,445.6,445,445.44,"21,63,302","96,36,29,080.50","48,836","11,69,116",54.04
SONACOMS,EQ,7-Aug-25,446,440,452.95,431.35,452.9,448.85,441.7,"16,65,549","73,56,80,503.45","35,146","6,73,840",40.46
SONACOMS,EQ,6-Aug-25,447.1,447,449.9,436.85,446,446,443.46,"14,58,579","64,68,24,760.60","34,637","5,70,313",39.1
SONACOMS,EQ,5-Aug-25,443,433,455.25,433,444,447.1,447.46,"50,80,108","2,27,31,66,357.45","73,063","15,12,237",29.77
SONACOMS,EQ,4-Aug-25,437.55,439,446.2,432.4,443,443,441.13,"14,61,100","64,45,29,794.10","33,527","3,44,190",23.56
SONACOMS,EQ,1-Aug-25,449.55,450,453.65,435.3,437.65,437.55,442.76,"14,90,890","66,01,00,836.95","34,869","4,73,045",31.73
SONACOMS,EQ,31-Jul-25,461.3,448,456.8,445,452.8,449.55,450.06,"80,40,816","3,61,88,53,308.25","91,043","45,71,526",56.85
SONACOMS,EQ,30-Jul-25,470.5,471,471.75,454.5,461.2,461.3,459.64,"28,52,842","1,31,12,66,781.10","45,217","15,73,951",55.17
SONACOMS,EQ,29-Jul-25,465.55,465,471.95,463.2,471,470.5,467.39,"16,49,095","77,07,75,236.50","32,145","7,77,008",47.12
SONACOMS,EQ,28-Jul-25,469.45,469.05,479.7,464,467.25,465.55,471.45,"15,32,707","72,25,87,812.75","33,549","5,63,310",36.75
SONACOMS,EQ,25-Jul-25,490.8,489,489.95,467,470,469.45,477.55,"41,12,162","1,96,37,66,356.35","74,011","18,12,826",44.08
SONACOMS,EQ,24-Jul-25,489,490,492.85,484.6,490,490.8,489.11,"21,58,605","1,05,58,01,842.50","34,985","8,98,120",41.61
SONACOMS,EQ,23-Jul-25,472.95,474.4,492,468.1,489,489,482.87,"44,71,528","2,15,91,62,901.45","73,387","12,04,072",26.93
SONACOMS,EQ,22-Jul-25,487.9,488.5,489,471.05,474,472.95,477.28,"24,02,025","1,14,64,28,915.40","46,117","10,17,089",42.34
SONACOMS,EQ,21-Jul-25,479.75,485.1,496.45,484.05,486.9,487.9,490.59,"86,98,089","4,26,71,90,859.25","1,57,844","24,19,253",27.81
SONACOMS,EQ,18-Jul-25,486,486,489,473.4,480.05,479.75,480.68,"67,06,634","3,22,37,13,303.10","87,837","30,06,722",44.83
SONACOMS,EQ,17-Jul-25,455.05,455.3,494,455.3,484.7,486,479.81,"3,43,39,361","16,47,64,62,660.15","3,54,167","65,17,239",18.98
SONACOMS,EQ,16-Jul-25,455.35,458,462,453.3,455.75,455.05,456.9,"31,73,710","1,45,00,69,906.55","45,995","19,89,459",62.69
SONACOMS,EQ,15-Jul-25,452.25,454.5,459.9,450.5,457.3,455.35,455,"47,31,952","2,15,30,56,907.75","69,196","33,43,995",70.67
SONACOMS,EQ,14-Jul-25,447.15,470,470,445.5,453.5,452.25,451.89,"32,82,577","1,48,33,61,516.45","37,340","8,70,825",26.53
SONACOMS,EQ,11-Jul-25,454.65,455,455.8,446.15,447,447.15,450.4,"30,34,052","1,36,65,39,053.20","57,651","18,96,237",62.5
SONACOMS,EQ,10-Jul-25,455.6,457.7,461.25,452,454.5,454.65,454.88,"18,17,646","82,68,17,750.15","32,907","9,88,154",54.36
SONACOMS,EQ,9-Jul-25,461.3,463.1,463.1,447.3,458,455.6,453.2,"63,92,096","2,89,68,73,866.80","1,16,692","41,25,455",64.54
SONACOMS,EQ,8-Jul-25,468.3,469.6,471.55,460,460.8,461.3,464.88,"20,14,126","93,63,27,486.15","59,735","10,05,650",49.93
SONACOMS,EQ,7-Jul-25,478.4,478.4,480.5,466.1,468.4,468.3,470.74,"16,35,790","77,00,39,485.85","67,518","8,33,682",50.97
SONACOMS,EQ,4-Jul-25,479.35,480,480.6,474,478.25,478.4,477.16,"6,66,146","31,78,58,696.05","15,669","2,65,281",39.82
SONACOMS,EQ,3-Jul-25,475.3,478.6,482.65,475,479.45,479.35,479.51,"13,30,215","63,78,46,543.60","46,022","6,20,011",46.61
SONACOMS,EQ,2-Jul-25,475.9,477.95,481.35,471.15,478.1,475.3,475.87,"13,39,966","63,76,44,727.95","50,806","6,34,899",47.38
SONACOMS,EQ,1-Jul-25,481.35,486,489,474.15,476.15,475.9,477.73,"26,76,817","1,27,88,06,688.50","61,663","13,08,698",48.89
SONACOMS,EQ,30-Jun-25,479.25,481.5,482.7,476.55,482.3,481.35,480.15,"10,60,345","50,91,21,092.55","22,642","4,50,300",42.47
SONACOMS,EQ,27-Jun-25,480.8,484.9,485.8,478.2,480,479.25,481.26,"12,00,021","57,75,18,902.00","21,683","7,24,530",60.38
SONACOMS,EQ,26-Jun-25,480.8,482.8,483.9,475.05,482,480.8,478.51,"35,02,901","1,67,61,88,523.40","48,150","18,75,288",53.54
SONACOMS,EQ,25-Jun-25,481.75,484.45,486.45,477.7,480.35,480.8,480.94,"10,27,515","49,41,70,303.10","31,618","4,60,040",44.77
SONACOMS,EQ,24-Jun-25,477.35,483.5,488.9,480,481.7,481.75,482.91,"20,61,260","99,54,05,693.15","37,350","8,98,556",43.59
SONACOMS,EQ,23-Jun-25,486.95,479.9,486.1,475.3,479,477.35,479.9,"46,20,465","2,21,73,61,249.45","60,097","20,61,301",44.61
SONACOMS,EQ,20-Jun-25,478.05,478.1,491.85,474.8,483.05,486.95,484.65,"54,01,406","2,61,77,93,288.80","69,750","36,90,995",68.33
SONACOMS,EQ,19-Jun-25,478.6,479.7,484.95,474.8,478.65,478.05,478.41,"20,82,504","99,62,85,510.95","49,796","10,91,696",52.42
SONACOMS,EQ,18-Jun-25,479.95,480,483.9,473.9,479.8,478.6,478.82,"25,30,901","1,21,18,58,082.20","74,240","12,96,490",51.23
SONACOMS,EQ,17-Jun-25,500.2,501.25,503.95,478.1,480,479.95,487.78,"39,54,206","1,92,87,76,495.25","93,840","23,78,264",60.15
SONACOMS,EQ,16-Jun-25,501.85,499.35,504.5,495.05,500,500.2,500.7,"13,59,974","68,09,45,448.00","43,077","7,61,590",56
SONACOMS,EQ,13-Jun-25,510.85,467.95,504,467.95,502.9,501.85,497.59,"19,22,178","95,64,50,943.15","43,433","5,77,556",30.05
SONACOMS,EQ,12-Jun-25,519,520,526,507.4,512.5,510.85,514.91,"14,37,544","74,02,07,004.20","60,870","7,41,512",51.58
SONACOMS,EQ,11-Jun-25,516.6,519,534.65,517.3,519.5,519,525.99,"20,03,002","1,05,35,54,667.90","39,535","4,93,536",24.64
SONACOMS,EQ,10-Jun-25,521.35,518,519.35,506.4,515,516.6,514.92,"15,52,476","79,94,05,799.20","28,257","6,34,216",40.85
SONACOMS,EQ,9-Jun-25,510.15,512,523.55,507.9,521,521.35,517.7,"15,89,318","82,27,86,128.05","32,218","7,35,202",46.26
SONACOMS,EQ,6-Jun-25,528.1,524.6,527,508.25,512,510.15,514.46,"48,29,182","2,48,44,32,178.10","81,647","24,66,551",51.08
SONACOMS,EQ,5-Jun-25,538.05,536.4,541.9,527,528,528.1,533.86,"11,10,583","59,28,95,579.15","31,592","6,41,062",57.72
SONACOMS,EQ,4-Jun-25,533.75,532.05,540.8,529.1,536.05,538.05,536.04,"10,09,153","54,09,44,626.05","25,169","6,81,594",67.54
SONACOMS,EQ,3-Jun-25,541.4,540.1,543.45,530.75,535.25,533.75,535.75,"13,13,357","70,36,28,800.90","24,152","7,77,553",59.2
SONACOMS,EQ,2-Jun-25,543.95,539.95,548,534.6,542,541.4,542.65,"7,68,745","41,71,62,339.20","20,423","3,62,488",47.15
SONACOMS,EQ,30-May-25,542.65,543,549.75,536,540.5,543.95,544.36,"42,03,570","2,28,82,71,697.75","42,641","31,06,163",73.89
SONACOMS,EQ,29-May-25,539.2,544.6,547,536.45,543,542.65,541.34,"14,97,046","81,04,10,178.90","36,095","9,75,538",65.16
SONACOMS,EQ,28-May-25,544.95,532,549.9,532,542,539.2,543.22,"26,91,428","1,46,20,46,189.70","44,421","16,61,249",61.72
SONACOMS,EQ,27-May-25,545,548.9,549.8,541.35,546.5,544.95,545.47,"13,79,965","75,27,25,786.40","28,133","7,92,189",57.41
SONACOMS,EQ,26-May-25,537.3,537.3,559.5,537.3,543.8,545,550.2,"38,63,285","2,12,55,70,230.15","65,923","14,10,653",36.51
SONACOMS,EQ,23-May-25,528.05,529.95,539.4,525.8,536.5,537.3,534.55,"7,02,464","37,54,99,996.45","20,704","3,96,102",56.39
SONACOMS,EQ,22-May-25,525.05,528,530.8,522.4,527.8,528.05,526.85,"10,43,387","54,97,03,531.20","27,284","6,45,143",61.83
SONACOMS,EQ,21-May-25,524.45,524.25,536.5,521.65,526,525.05,527.62,"11,19,968","59,09,12,402.45","24,116","6,08,922",54.37
SONACOMS,EQ,20-May-25,536.1,538,540.85,521.65,524.3,524.45,530.26,"7,80,051","41,36,26,701.30","26,973","4,53,948",58.19
SONACOMS,EQ,19-May-25,542.85,544.8,548.55,534.05,535.15,536.1,537.95,"8,54,863","45,98,70,942.20","30,452","4,24,570",49.67
SONACOMS,EQ,16-May-25,533.75,533.75,545.35,528.5,541.15,542.85,540.13,"8,01,815","43,30,87,999.85","24,060","2,72,224",33.95
SONACOMS,EQ,15-May-25,528.2,528,535.5,520.8,533.9,533.75,529.39,"8,50,032","44,99,97,556.85","23,982","3,80,553",44.77
SONACOMS,EQ,14-May-25,508.15,517,532.55,512.5,528.5,528.2,525.11,"27,57,417","1,44,79,43,330.60","50,142","13,17,443",47.78
SONACOMS,EQ,13-May-25,519.8,519.8,521.85,506.5,508,508.15,511.61,"10,05,905","51,46,30,954.65","21,003","5,21,050",51.8
SONACOMS,EQ,12-May-25,500.5,512.95,522.85,508.6,519.15,519.8,516.14,"9,32,430","48,12,64,917.75","18,143","3,79,459",40.7
SONACOMS,EQ,9-May-25,508.1,497.8,503.65,491.6,499.7,500.5,498,"12,91,054","64,29,49,636.60","35,496","5,02,641",38.93
SONACOMS,EQ,8-May-25,511.15,513,515.8,504,507,508.1,509.98,"28,33,517","1,44,50,25,395.45","61,939","16,61,362",58.63
SONACOMS,EQ,7-May-25,502.45,491,512.8,490,511,511.15,506.87,"21,88,022","1,10,90,49,123.90","52,435","11,78,865",53.88
SONACOMS,EQ,6-May-25,508.6,509.35,513.75,499.5,500,502.45,505.38,"30,30,894","1,53,17,39,334.25","70,766","17,21,447",56.8
SONACOMS,EQ,5-May-25,496.95,497,510.05,492.5,508,508.6,505.19,"17,41,588","87,98,25,344.40","36,723","7,81,870",44.89
SONACOMS,EQ,2-May-25,481.15,470,499,468.45,495,496.95,490.95,"49,69,979","2,44,00,29,194.65","70,498","16,83,124",33.87
SONACOMS,EQ,30-Apr-25,491.85,492,495.05,477.7,480.2,481.15,482.45,"30,63,465","1,47,79,76,742.90","47,288","13,57,396",44.31
SONACOMS,EQ,29-Apr-25,463.25,475,499.3,467.4,489,491.85,484.46,"95,31,228","4,61,74,97,569.30","1,55,685","28,05,024",29.43
SONACOMS,EQ,28-Apr-25,453.65,453,465.5,452.1,463.45,463.25,460.37,"10,37,631","47,76,96,274.95","37,201","3,76,510",36.29
SONACOMS,EQ,25-Apr-25,469.15,469.15,471,451,453.3,453.65,456.7,"21,81,275","99,61,91,427.60","56,917","12,79,328",58.65
SONACOMS,EQ,24-Apr-25,478.45,485,488,466.1,468.5,469.15,475.15,"39,81,952","1,89,20,15,936.40","60,677","18,95,199",47.59
SONACOMS,EQ,23-Apr-25,451.6,453,479.85,453,478.15,478.45,470.8,"57,66,536","2,71,48,66,604.60","90,345","20,83,201",36.13
SONACOMS,EQ,22-Apr-25,455.6,456.4,459.1,450.2,452.25,451.6,453.41,"11,99,046","54,36,60,272.70","35,963","6,31,634",52.68
SONACOMS,EQ,21-Apr-25,451.7,451.7,458.95,449.3,456,455.6,454.57,"10,83,089","49,23,35,016.70","41,929","5,12,157",47.29
SONACOMS,EQ,17-Apr-25,446.8,445,452.5,435.85,451.9,451.7,447.27,"25,82,488","1,15,50,60,829.90","51,078","11,68,467",45.25
SONACOMS,EQ,16-Apr-25,462.55,465,465,445.4,445.95,446.8,450.83,"17,18,495","77,47,44,694.60","34,744","6,54,523",38.09
SONACOMS,EQ,15-Apr-25,430.1,452.6,466,450,462.25,462.55,459.66,"67,52,078","3,10,36,77,105.00","1,10,640","16,11,647",23.87
SONACOMS,EQ,11-Apr-25,407.45,428.7,431.25,416,430.9,430.1,425.68,"23,14,455","98,52,20,227.55","45,234","10,18,397",44
SONACOMS,EQ,9-Apr-25,411.05,410,413,402.3,406.95,407.45,407.75,"11,64,353","47,47,67,288.70","46,102","7,02,787",60.36
SONACOMS,EQ,8-Apr-25,406.6,415,424.8,405.4,412.95,411.05,410.56,"16,86,256","69,23,05,961.45","57,864","7,63,611",45.28
SONACOMS,EQ,7-Apr-25,421.85,380,413,380,410.5,406.6,403.15,"34,75,481","1,40,11,29,233.05","89,720","16,80,879",48.36
SONACOMS,EQ,4-Apr-25,450.15,450,451.75,414.15,421.9,421.85,424.83,"41,80,157","1,77,58,49,055.95","1,21,418","21,55,840",51.57
SONACOMS,EQ,3-Apr-25,465.65,458.55,462,443.55,450,450.15,453.36,"43,25,036","1,96,08,18,274.90","90,260","22,27,002",51.49
SONACOMS,EQ,2-Apr-25,461,462.8,468.5,452.8,465,465.65,462.7,"13,78,880","63,80,05,180.80","32,616","8,18,705",59.37
SONACOMS,EQ,1-Apr-25,461.2,460,465,455.3,462,461,461.65,"12,40,444","57,26,55,530.25","32,612","5,76,226",46.45
SONACOMS,EQ,28-Mar-25,467.35,467.95,473.35,458,459.2,461.2,462.93,"27,07,951","1,25,35,96,460.60","73,152","14,58,636",53.86
SONACOMS,EQ,27-Mar-25,496.95,470,480.15,462,466.15,467.35,471.07,"84,10,256","3,96,17,81,752.30","1,48,137","36,48,391",43.38
SONACOMS,EQ,26-Mar-25,493.7,497,503.85,494.6,496,496.95,499.24,"28,52,798","1,42,42,35,626.15","44,822","20,82,766",73.01
SONACOMS,EQ,25-Mar-25,501.95,505.05,510.7,491.1,495.2,493.7,497.3,"14,99,538","74,57,24,842.30","31,824","8,33,442",55.58
SONACOMS,EQ,24-Mar-25,509.35,512.15,520.5,500.95,503,501.95,506.91,"16,00,763","81,14,50,084.00","41,452","8,85,872",55.34
SONACOMS,EQ,21-Mar-25,508.5,518,518,503.15,512,509.35,509.45,"18,18,450","92,64,09,426.95","37,451","9,82,136",54.01
SONACOMS,EQ,20-Mar-25,507.95,509.15,517.65,504.65,508.65,508.5,510.24,"7,53,432","38,44,34,631.85","21,960","2,72,082",36.11
SONACOMS,EQ,19-Mar-25,493.85,495,514.35,491,508.5,507.95,505.21,"9,40,318","47,50,58,052.50","29,525","4,64,341",49.38
SONACOMS,EQ,18-Mar-25,485.95,489.8,495.8,485.45,495.25,493.85,491.15,"10,74,596","52,77,87,082.45","28,706","6,34,866",59.08
SONACOMS,EQ,17-Mar-25,485.8,485.1,491.55,481,486.1,485.95,485.82,"6,82,758","33,16,95,897.30","47,633","3,33,765",48.88
SONACOMS,EQ,13-Mar-25,504.8,505.55,506.75,484.45,487,485.8,493.57,"13,88,137","68,51,38,338.05","50,235","8,47,385",61.04
SONACOMS,EQ,12-Mar-25,507.6,512,513.1,491,503.45,504.8,499.62,"15,87,133","79,29,68,326.10","50,529","8,66,539",54.6
SONACOMS,EQ,11-Mar-25,512.2,504.5,509.25,495,508.2,507.6,502.13,"12,85,121","64,52,91,772.15","59,694","5,99,662",46.66
SONACOMS,EQ,10-Mar-25,517.6,518,522.9,507.9,512,512.2,516,"17,61,286","90,88,32,209.45","54,042","10,45,009",59.33
SONACOMS,EQ,7-Mar-25,521.9,520.5,529.7,512.95,517,517.6,521.32,"10,35,927","54,00,51,195.40","47,916","5,12,260",49.45
SONACOMS,EQ,6-Mar-25,509.05,518,532.45,515,520,521.9,521.73,"12,12,006","63,23,45,704.20","39,193","3,42,171",28.23
SONACOMS,EQ,5-Mar-25,474.2,470,511.9,470,510.05,509.05,500.29,"25,97,910","1,29,97,06,819.05","64,786","9,85,187",37.92
SONACOMS,EQ,4-Mar-25,485.95,472.9,484.9,464.05,473.75,474.2,473.48,"15,39,353","72,88,51,710.35","74,120","6,44,898",41.89
SONACOMS,EQ,3-Mar-25,493.9,503.95,503.95,476.1,486.2,485.95,483.86,"10,83,796","52,44,05,301.95","34,836","4,61,321",42.57
SONACOMS,EQ,28-Feb-25,503.05,495,497.65,476.7,490.5,493.9,488.92,"35,33,392","1,72,75,47,226.80","81,964","20,22,986",57.25
SONACOMS,EQ,27-Feb-25,508.9,507,508.3,491.85,503.25,503.05,499.72,"14,56,475","72,78,33,140.10","53,813","8,06,641",55.38
SONACOMS,EQ,25-Feb-25,504.95,503.1,512,502.05,508.5,508.9,508.11,"6,50,257","33,04,02,345.35","20,800","3,49,114",53.69
SONACOMS,EQ,24-Feb-25,507.45,504.85,513.55,497.75,508,504.95,505.3,"14,07,219","71,10,66,297.55","40,003","7,31,515",51.98
SONACOMS,EQ,21-Feb-25,517.95,520.7,524.65,505.35,506.8,507.45,511.9,"13,31,623","68,16,55,480.20","33,992","6,82,850",51.28
SONACOMS,EQ,20-Feb-25,509.35,502,520.2,502,517.35,517.95,514.79,"15,62,900","80,45,69,996.85","45,775","9,02,901",57.77
SONACOMS,EQ,19-Feb-25,506.55,505,513.8,498.75,509.75,509.35,507.08,"15,95,962","80,92,81,314.60","50,848","7,00,296",43.88
SONACOMS,EQ,18-Feb-25,487.3,492.3,508,489.65,505.6,506.55,499.97,"32,12,526","1,60,61,64,241.55","1,27,026","12,75,110",39.69
SONACOMS,EQ,17-Feb-25,489.25,483.9,493.45,475.05,490.1,487.3,484.16,"29,15,888","1,41,17,66,101.65","64,441","14,90,147",51.1
SONACOMS,EQ,14-Feb-25,516.45,516.4,522.55,485,487.95,489.25,496.3,"24,92,187","1,23,68,71,057.95","66,362","15,75,082",63.2
SONACOMS,EQ,13-Feb-25,511.35,515,521.5,509.5,514,516.45,517.38,"10,05,358","52,01,56,321.85","55,333","5,16,544",51.38
SONACOMS,EQ,12-Feb-25,510.95,510,513.7,495,512,511.35,506.17,"14,49,261","73,35,77,942.50","54,278","8,15,724",56.29
SONACOMS,EQ,11-Feb-25,528.65,525.1,530.85,506.35,509.9,510.95,518.6,"25,00,361","1,29,66,93,332.40","50,875","15,45,568",61.81
SONACOMS,EQ,10-Feb-25,529.6,529.5,534.5,522.05,529.75,528.65,529.25,"11,60,970","61,44,39,710.75","39,957","5,09,731",43.91
SONACOMS,EQ,7-Feb-25,533.25,535.85,535.85,520,530,529.6,526.56,"16,76,568","88,28,14,285.30","39,628","7,76,584",46.32
SONACOMS,EQ,6-Feb-25,515,518.95,535,511.5,534.25,533.25,530.29,"46,12,104","2,44,57,74,429.55","62,742","24,29,287",52.67
SONACOMS,EQ,5-Feb-25,502.4,509.95,517.7,496,516.9,515,512.32,"25,80,847","1,32,22,13,871.10","59,310","15,06,551",58.37
SONACOMS,EQ,4-Feb-25,485.5,500,524.85,499.55,503,502.4,511.63,"60,30,302","3,08,52,99,307.40","1,29,330","17,41,519",28.88
SONACOMS,EQ,3-Feb-25,503.45,500,502,477.6,487,485.5,483.38,"63,32,539","3,06,10,18,778.30","1,27,808","44,29,929",69.96
SONACOMS,EQ,1-Feb-25,504.3,510.1,514,498.85,504.25,503.45,505.41,"8,67,040","43,82,12,023.25","27,912","4,26,426",49.18
SONACOMS,EQ,31-Jan-25,503.8,503.85,507.3,500.05,503.95,504.3,503.56,"21,51,141","1,08,32,26,193.25","48,767","14,93,964",69.45
SONACOMS,EQ,30-Jan-25,502.25,515.8,517.4,496.9,506,503.8,505.31,"27,46,724","1,38,79,42,840.55","82,421","13,70,739",49.9
SONACOMS,EQ,29-Jan-25,497.2,497.55,511.95,493.35,504,502.25,503.64,"35,76,782","1,80,14,14,850.65","79,152","22,75,125",63.61
SONACOMS,EQ,28-Jan-25,512.3,515.85,519.55,495.05,495.85,497.2,504.43,"17,49,811","88,26,59,616.80","53,875","9,89,690",56.56
SONACOMS,EQ,27-Jan-25,525.05,521.05,522.15,507.05,515.8,512.3,513.52,"31,14,482","1,59,93,53,903.25","73,316","19,53,054",62.71
SONACOMS,EQ,24-Jan-25,542.6,510,546.95,510,526.95,525.05,531.91,"73,53,964","3,91,16,72,575.60","1,88,679","35,73,136",48.59
SONACOMS,EQ,23-Jan-25,531.35,534.7,548.75,530.75,541,542.6,540.05,"17,38,327","93,87,83,563.90","63,777","9,26,255",53.28
SONACOMS,EQ,22-Jan-25,556.4,555.1,557.05,528.65,534.7,531.35,535.17,"37,86,430","2,02,63,67,418.60","75,426","24,36,752",64.35
SONACOMS,EQ,21-Jan-25,566.3,568.9,573.85,554.45,556.8,556.4,561.6,"20,16,643","1,13,25,55,040.20","54,156","13,75,830",68.22
SONACOMS,EQ,20-Jan-25,574.75,578.55,579.95,558.65,568.25,566.3,565.9,"19,42,954","1,09,95,24,539.95","1,00,120","9,73,671",50.11
SONACOMS,EQ,17-Jan-25,582.7,584.8,588.95,572.45,574.8,574.75,580.4,"15,46,189","89,74,11,546.80","84,608","9,04,556",58.5
SONACOMS,EQ,16-Jan-25,570.95,574,585.35,573.05,583.15,582.7,581.29,"15,64,624","90,94,94,662.95","50,063","10,25,401",65.54
SONACOMS,EQ,15-Jan-25,569.9,571,575,561.4,572.6,570.95,568.86,"9,30,485","52,93,18,813.10","36,056","5,24,336",56.35
SONACOMS,EQ,14-Jan-25,561.9,561.85,577.5,561.05,571.9,569.9,569.46,"11,30,150","64,35,76,247.50","62,933","5,86,265",51.87
SONACOMS,EQ,13-Jan-25,569.55,557,571.7,556.25,561,561.9,566.8,"28,84,183","1,63,47,65,516.35","93,675","20,11,675",69.75
SONACOMS,EQ,10-Jan-25,565.75,563.95,573.75,558.55,569,569.55,568.43,"17,72,445","1,00,75,09,496.20","74,365","9,14,675",51.61
SONACOMS,EQ,9-Jan-25,573.15,573.15,574.95,560,566.55,565.75,565.5,"12,88,063","72,84,01,275.20","35,836","7,57,244",58.79
SONACOMS,EQ,8-Jan-25,584.45,585.45,587.35,571.65,572.9,573.15,575.61,"15,81,135","91,01,21,402.60","32,672","11,07,813",70.06
SONACOMS,EQ,7-Jan-25,581.55,578.1,587.8,575.05,584.8,584.45,582.4,"7,87,355","45,85,54,312.20","27,734","4,15,396",52.76
SONACOMS,EQ,6-Jan-25,591.1,590,595.15,578.3,581.8,581.55,584.69,"16,61,234","97,13,14,111.95","55,031","9,95,572",59.93
SONACOMS,EQ,3-Jan-25,597.45,598,607.3,587.55,590,591.1,595.34,"15,21,275","90,56,77,627.20","39,953","8,55,484",56.23
SONACOMS,EQ,2-Jan-25,591.65,593.75,599,587,598,597.45,593.01,"19,69,381","1,16,78,56,325.85","50,930","13,38,865",67.98
SONACOMS,EQ,1-Jan-25,594.8,596.8,601.55,588.4,592.25,591.65,592.38,"4,53,009","26,83,53,570.95","26,601","1,72,091",37.99
SONACOMS,EQ,31-Dec-24,599.25,597,598.6,584.7,595.4,594.8,590.22,"15,48,728","91,40,86,926.35","62,310","9,91,006",63.99
SONACOMS,EQ,30-Dec-24,600.35,600.5,601,593.65,599.05,599.25,596.98,"18,22,923","1,08,82,51,405.95","41,027","13,95,391",76.55
SONACOMS,EQ,27-Dec-24,593.55,592,601.9,589.3,600.3,600.35,598.05,"8,76,891","52,44,27,351.20","31,190","4,19,004",47.78
SONACOMS,EQ,26-Dec-24,594.95,595,599.25,587.25,590,593.55,591.79,"14,81,714","87,68,56,912.10","30,595","9,94,340",67.11
SONACOMS,EQ,24-Dec-24,584.15,584.15,597.4,581.05,595,594.95,588.44,"16,06,488","94,53,18,980.25","65,821","9,08,903",56.58
SONACOMS,EQ,23-Dec-24,588.45,590.55,593.95,580.85,583.8,584.15,585.38,"10,77,200","63,05,66,295.90","41,029","6,58,245",61.11
SONACOMS,EQ,20-Dec-24,609.6,609.6,614.45,586.55,589.5,588.45,595.86,"15,90,527","94,77,30,635.60","53,884","9,63,227",60.56
SONACOMS,EQ,19-Dec-24,611.15,602.5,617.45,598,609.8,609.6,609.65,"19,64,594","1,19,77,16,689.35","53,284","11,91,689",60.66
SONACOMS,EQ,18-Dec-24,621.4,617.8,622.8,601.45,615.05,611.15,611.18,"35,65,082","2,17,89,03,257.05","87,159","24,39,244",68.42
SONACOMS,EQ,17-Dec-24,631.65,632.4,640.1,617.3,619.7,621.4,628.34,"31,50,407","1,97,95,31,940.90","62,903","20,54,145",65.2
SONACOMS,EQ,16-Dec-24,631.8,631.9,634.05,618.2,633.25,631.65,625.6,"22,55,182","1,41,08,34,767.25","84,233","13,48,460",59.79
SONACOMS,EQ,13-Dec-24,635.4,635,639.5,626.1,631.4,631.8,630.81,"8,96,237","56,53,54,043.35","53,940","5,29,239",59.05
SONACOMS,EQ,12-Dec-24,641.75,643.8,645.35,632,635.05,635.4,636.37,"14,89,548","94,79,08,349.15","40,125","9,69,195",65.07
SONACOMS,EQ,11-Dec-24,645.55,646.5,649.05,640.25,641,641.75,642.74,"8,57,593","55,12,08,510.25","34,388","5,37,669",62.7
SONACOMS,EQ,10-Dec-24,659.65,660.5,660.5,638,646,645.55,646.65,"17,89,953","1,15,74,71,761.70","55,219","11,42,897",63.85
SONACOMS,EQ,9-Dec-24,669,669,675.95,658.6,658.8,659.65,664.95,"12,36,327","82,20,94,977.20","37,174","8,17,942",66.16
SONACOMS,EQ,6-Dec-24,675,678.4,678.4,667.1,669.1,669,671.22,"6,59,081","44,23,87,245.00","24,521","4,39,874",66.74
